Filename,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,corpus,color
oME9Hya3LDI,-9.98,3.13,3.85,-1.47,3.09,-0.88,General narrative exposition,Y,1
oM-EyXkYAa0,25.46,1.01,-2.84,0.0599999999999996,0.63,0.05,Informational interaction,Y,1
OMf98EATNrQ,16.07,-1.95,-7.43,2.6,-1.24,2.0,Informational interaction,Y,1
Omh_97HiLr8,13.06,-4.78,-1.88,-3.37,-1.24,1.63,Involved persuasion,Y,1
OMIIwQZMFLE,7.78,0.93,3.69,2.02,-0.39,4.17,Involved persuasion,Y,1
OMN215vKJbU,31.59,-3.19,-2.61,-2.89,-3.46,0.09,Informational interaction,Y,1
OmNGWvRCHdo,18.78,-1.31,1.81,-0.79,-0.66,1.0,Informational interaction,Y,1
omoP0st5XMc,32.65,-3.93,-2.15,0.74,-2.99,2.35,Informational interaction,Y,1
OM-orW4MgBo,16.67,-5.3,-3.83,1.3,0.41,3.57,Involved persuasion,Y,1
OmpL8fwwhEM,28.62,-3.45,-2.33,-4.35,-2.07,-1.33,Informational interaction,Y,1
oMqcnVZDt8A,23.58,5.8,-1.3,-0.63,-0.46,1.48,Informational interaction,Y,1
OmUav3ZHuZo,26.16,-4.97,0.16,4.76,-1.27,0.79,Informational interaction,Y,1
OMUCZFwKHwU,31.68,-4.57,-1.4,1.62,0.19,1.24,Informational interaction,Y,1
OMUnMAzEUew,6.76,-6.26,3.21,-5.52,5.23,-1.5,Involved persuasion,Y,1
OmuUGJjFOTQ,30.57,0.71,-4.63,2.11,-1.99,3.26,Informational interaction,Y,1
omvyKhmlTVs,33.14,-3.09,-2.44,-0.42,-2.65,-0.24,Informational interaction,Y,1
oMXFrF0d8w0,16.85,-5.14,1.7,0.63,-0.67,2.36,Involved persuasion,Y,1
omY5vqT33cM,27.06,-3.14,-5.0,2.15,-3.56,2.1,Informational interaction,Y,1
omYkjmMetdk,20.96,-3.43,-4.1,-3.28,-3.4,-2.21,Informational interaction,Y,1
ON3neGUjOYU,-6.5,-4.19,-1.31,-2.38,3.29,0.14,General narrative exposition,Y,1
on6DNfDf7yo,13.45,-2.74,1.07,-1.98,-3.04,0.96,Involved persuasion,Y,1
on6-guTtyxw,15.87,-3.69,3.3,1.11,-2.03,0.45,Involved persuasion,Y,1
oN8qjLPJX6A,-14.71,6.4,2.14,2.05,3.8,1.47,General narrative exposition,Y,1
On83T3ZwkVA,1.19,-2.7,-1.83,-2.52,-3.47,-0.97,Involved persuasion,Y,1
ONaLW1CGiuc,7.64,-3.36,-0.0399999999999999,5.69,2.87,1.24,Involved persuasion,Y,1
onbol2HPov8,8.08,-2.95,-1.78,0.7,1.13,2.57,Involved persuasion,Y,1
O-NdGMILKJg,19.95,-0.41,3.24,-0.71,-3.14,2.59,Informational interaction,Y,1
OnExWcJzwd4,15.24,1.69,-0.36,-3.98,0.3,-1.45,Imaginative narrative,Y,1
ONGbNUMgCcY,30.01,-3.65,-2.04,0.0900000000000001,-1.85,1.09,Informational interaction,Y,1
oNHFu_52TQY,32.21,-0.91,-2.39,-0.44,-2.83,0.81,Informational interaction,Y,1
OnHYbJwpYWk,-6.71,-2.28,0.24,-1.1,3.04,-0.67,General narrative exposition,Y,1
onJYmOxUrK4,26.77,1.34,-1.33,1.65,-2.28,2.74,Informational interaction,Y,1
onMzxMtTSdA,16.43,-4.2,-1.55,1.0,0.11,0.65,Involved persuasion,Y,1
onnShXJkT_E,33.98,-2.48,-3.18,0.9,-0.71,1.36,Informational interaction,Y,1
ON-os34rC2E,30.45,-1.11,0.1,0.25,-2.8,1.9,Informational interaction,Y,1
onqwgbXm99E,22.93,-0.35,-1.08,-1.86,-1.63,-0.19,Informational interaction,Y,1
ONrDv9q2sQ4,11.67,-3.77,-4.28,5.62,0.3,-0.04,Involved persuasion,Y,1
oNttI_Cfgbk,1.77,0.25,2.97,6.87,0.92,1.15,Involved persuasion,Y,1
oNTYqxo8kmk,3.01,5.71,-0.73,3.74,-1.28,3.61,Imaginative narrative,Y,1
ONvEvHPI-v0,-8.6,-4.48,-1.43,-0.83,-3.24,-1.38,General narrative exposition,Y,1
oNWXN--_Giw,17.32,-2.49,-3.6,-1.12,-1.17,0.47,Informational interaction,Y,1
oO5BYTZgCDA,22.93,-4.15,1.57,2.36,-0.54,1.41,Informational interaction,Y,1
oO6yj5xqZ9A,30.89,-2.57,-2.97,-2.33,-0.56,1.36,Informational interaction,Y,1
Oo8JX_NA6W8,43.16,-4.7,-1.05,-1.12,-3.39,4.74,Intimate interpersonal interaction,Y,1
ooAmMKrYRHI,20.25,-1.75,0.36,0.15,-3.49,2.81,Informational interaction,Y,1
ooAyENwo-Uw,3.34,-1.99,2.28,7.69,-0.46,1.73,Involved persuasion,Y,1
oOcZXhN3xvk,17.53,-2.61,-1.24,7.02,-1.1,-0.69,Involved persuasion,Y,1
OoDFDvt4XJU,22.84,-4.06,-7.76,-6.05,-2.98,-0.0699999999999998,Informational interaction,Y,1
ooElNbk1iBI,34.03,-5.57,-6.09,3.03,0.82,-1.62,Informational interaction,Y,1
ooFtlkneX9c,41.64,-4.72,-5.38,-1.47,-3.92,-2.59,Intimate interpersonal interaction,Y,1
OOj4SQbTvtg,-8.87,-4.62,-0.85,-5.49,3.29,-0.76,General narrative exposition,Y,1
OoJSrP-SHf8,-19.58,5.83,-2.09,-3.24,3.8,-1.1,Learned exposition,Y,1
OO-lITqmpOM,14.1,-3.08,-3.27,5.01,0.88,1.28,Involved persuasion,Y,1
OOMV64zv9io,-0.27,2.22,-0.68,-3.55,-1.08,-2.07,Imaginative narrative,Y,1
oONEt1YzLG8,6.56,-3.19,0.28,0.0599999999999999,-0.85,2.7,Involved persuasion,Y,1
ooPjBuuzFIA,20.95,-2.92,0.44,-1.04,-1.57,-0.36,Informational interaction,Y,1
oopLBFiahKY,14.9,-4.21,-2.69,-3.26,1.27,-0.8,Involved persuasion,Y,1
oOR8qQlS4mE,-13.9,4.54,3.39,-4.56,1.44,1.26,General narrative exposition,Y,1
oOsIhVzGews,21.93,-5.41,-2.35,6.99,3.47,3.69,Informational interaction,Y,1
OOsvz1uK-vg,-18.83,6.31,3.32,-3.96,1.32,-1.54,Learned exposition,Y,1
ooupwPIcJ1U,14.83,-1.64,-4.1,0.27,-3.15,0.0399999999999999,Involved persuasion,Y,1
OOUr0FBkHio,16.22,-3.41,-3.32,-0.2,-0.28,1.9,Involved persuasion,Y,1
OOvQH7WZUcg,19.53,-3.91,-2.74,-4.4,-2.62,3.85,Informational interaction,Y,1
oOx1dvXml7Y,13.01,-4.41,-2.03,1.24,-1.69,0.46,Involved persuasion,Y,1
OOxB-5KEhO8,44.07,1.99,-1.92,-8.4,-3.18,1.67,Intimate interpersonal interaction,Y,1
OoYLsBvJF-E,16.6,-0.55,0.71,-0.26,-2.91,2.51,Involved persuasion,Y,1
OOZC3PLdE6w,37.76,2.63,-4.05,-3.26,-1.61,-0.48,Intimate interpersonal interaction,Y,1
O-p1vyhqiTI,26.64,-2.48,1.47,-1.65,-0.26,-2.45,Informational interaction,Y,1
Op30b4_tRds,21.25,-1.97,-2.12,0.54,-3.92,0.26,Informational interaction,Y,1
op74ngJLPzI,26.45,-2.31,-1.79,2.48,-1.58,0.0,Informational interaction,Y,1
Opa9J_5zM3c,21.42,11.82,-1.72,-3.33,-1.16,0.0,Informational interaction,Y,1
oPBNa_dNWfE,19.15,-2.85,-0.69,6.42,0.0599999999999998,3.1,Informational interaction,Y,1
OpCsN_DBtos,18.92,-0.0499999999999999,-0.21,-3.54,-2.26,0.21,Informational interaction,Y,1
OPDXYPWmRok,1.48,-6.09,0.51,-3.11,-2.19,-0.9,Involved persuasion,Y,1
OPe7DxUHD04,18.57,-4.55,-1.82,-3.76,-2.19,2.21,Informational interaction,Y,1
Opect7pGkBE,25.18,-4.47,-4.16,-5.4,-1.72,-0.76,Informational interaction,Y,1
oPEuV8_Sh3U,5.53,1.33,0.33,-1.46,0.18,5.36,Involved persuasion,Y,1
opIPxIctyEM,8.29,2.7,2.19,1.61,1.25,1.78,Involved persuasion,Y,1
oPiWbdBlpLk,14.55,-4.51,-0.16,-0.11,-3.56,4.78,Involved persuasion,Y,1
oPKJD4ZWQq0,15.46,-2.48,-0.18,0.46,-1.66,2.45,Involved persuasion,Y,1
oPKO-uP25Mc,24.98,-4.28,-0.9,0.0299999999999998,-1.99,0.69,Informational interaction,Y,1
opmyrZ2Comg,-8.15,-3.35,1.58,-1.16,0.18,-1.66,General narrative exposition,Y,1
opQX0TsVSVU,22.32,-4.99,-1.78,6.16,-2.12,3.31,Informational interaction,Y,1
OpRfWgF5oo0,-11.18,-1.14,-2.11,-4.54,-1.14,-0.59,General narrative exposition,Y,1
OPsdum5yo8g,24.68,-1.44,-3.67,3.85,2.66,-0.74,Informational interaction,Y,1
opU-kjpYt7M,38.0,-3.93,-4.62,5.83,-3.92,-0.55,Intimate interpersonal interaction,Y,1
OpxAPQQ-BDo,-5.78,0.15,-1.6,-4.02,3.28,2.41,General narrative exposition,Y,1
OpyqfWX86PM,9.62,-0.65,0.96,2.9,-2.18,2.17,Involved persuasion,Y,1
opzrCH3aLAY,15.89,-1.57,1.42,-0.0399999999999999,0.58,6.88,Involved persuasion,Y,1
oQ9JAKdV1ns,15.37,-5.51,-0.76,17.18,-1.15,2.15,Involved persuasion,Y,1
OQChzQ1dzhg,20.08,-4.75,-4.2,-6.46,-3.92,0.24,Informational interaction,Y,1
oqDZA2olehE,30.18,-2.36,-2.44,9.84,1.78,0.74,Informational interaction,Y,1
OQE_5MFCekg,35.94,-2.85,-3.23,-6.63,-2.24,0.43,Informational interaction,Y,1
OQFt5NZbMQU,13.83,-3.98,-4.77,4.99,-0.74,-0.08,Involved persuasion,Y,1
oQhNH9-vzRQ,17.49,-4.39,-0.71,1.04,-0.33,0.77,Involved persuasion,Y,1
OqKVu1TgKkc,25.22,-4.02,-3.47,-3.85,-2.15,-0.5,Informational interaction,Y,1
oQKwI1sJTUA,27.19,-3.21,-4.08,5.69,-2.19,0.79,Informational interaction,Y,1
OQLu7MXsjHk,17.59,-1.66,-5.82,-5.97,-3.41,1.32,Informational interaction,Y,1
oQMn1XaGgHI,3.39,-3.5,0.37,-0.91,-0.92,0.68,Involved persuasion,Y,1
OQMoC-1ICbI,19.42,-3.03,-1.75,0.36,1.02,1.41,Informational interaction,Y,1
oqN7VJv_G4A,8.07,8.6,-1.59,3.8,0.0599999999999999,0.88,Imaginative narrative,Y,1
oqpmKjmalnM,26.8,-4.49,-0.84,7.26,-2.13,2.74,Informational interaction,Y,1
oQQ_zUi9qqo,38.0,-6.9,-3.04,1.09,-1.47,-2.21,Intimate interpersonal interaction,Y,1
oQqUzE6nSyg,11.39,-4.83,-1.5,-2.65,-1.59,0.19,Involved persuasion,Y,1
oqRAM4ApTUU,13.39,-0.03,-1.8,-2.87,-3.21,-1.03,Involved persuasion,Y,1
oqrmPGwpQrc,19.59,-5.15,-3.46,5.95,-0.37,-0.0900000000000001,Informational interaction,Y,1
OQSBtvsm8Ro,-1.47,-3.89,-6.63,-5.37,-1.32,-2.14,Situated reportage,Y,1
OqUBgUg6Prk,40.11,-1.71,-3.5,2.06,-3.68,-1.8,Intimate interpersonal interaction,Y,1
oqUeM2BomhI,-12.78,2.83,1.91,-2.25,-0.23,-0.18,General narrative exposition,Y,1
OQVHEkyAkMk,0.66,-2.46,0.89,1.5,0.91,-0.48,Involved persuasion,Y,1
OQwpOUdqvcI,33.66,-0.77,-3.12,-2.96,-2.37,-2.33,Informational interaction,Y,1
OqXGPK7QIJg,23.52,-2.94,-2.79,-3.62,-2.81,1.65,Informational interaction,Y,1
oQxlYrbwcLQ,-1.14,1.2,-2.46,-2.13,-2.39,-1.69,Imaginative narrative,Y,1
oQxO4QMg1sw,23.45,-0.27,-2.44,10.27,0.0600000000000001,2.31,Informational interaction,Y,1
oqySpTv0E5g,12.6,-1.59,1.0,1.64,-1.14,1.21,Involved persuasion,Y,1
OqZzmvEX1Z0,23.89,-4.36,-2.23,0.0399999999999999,-0.22,4.74,Informational interaction,Y,1
OR00_QZqYY0,37.45,-4.58,-3.24,1.87,-2.11,0.1,Informational interaction,Y,1
oR2agd9xfGw,11.5,-2.95,-0.64,4.6,1.61,0.29,Involved persuasion,Y,1
O-r5DmoYDWc,30.79,-1.74,-3.42,3.6,-1.85,2.21,Informational interaction,Y,1
OR7xdHm6lY4,0.31,-3.42,-0.69,0.26,5.53,-2.07,Involved persuasion,Y,1
or60pgFKr_A,11.23,-3.93,-2.18,5.27,-1.04,5.21,Involved persuasion,Y,1
ORbicEX926w,-4.38,0.5,7.33,3.23,2.01,-1.86,General narrative exposition,Y,1
orDIZ4_mAl0,16.15,-1.19,0.67,2.14,-2.26,0.26,Involved persuasion,Y,1
OReQBHBSn8U,13.56,-2.04,-1.97,-3.88,-2.44,-0.43,Involved persuasion,Y,1
oRewX4o4St8,11.86,-1.5,1.57,-5.28,-2.74,-1.47,Involved persuasion,Y,1
OrfQGfMtJu0,18.24,-2.06,0.13,0.399999999999999,-1.31,0.47,Informational interaction,Y,1
oRHKeZb-zZU,14.62,-3.21,5.65,-3.48,0.78,2.12,Involved persuasion,Y,1
oripKYyadyo,18.47,-2.0,4.23,-1.54,-0.79,-0.59,Informational interaction,Y,1
oriUt-AVci0,30.3,-2.91,-0.69,1.89,-2.17,1.43,Informational interaction,Y,1
oRLYqiOACbA,5.75,7.55,-0.63,12.58,1.96,14.17,Imaginative narrative,Y,1
ORmVoqH2y7g,10.7,-4.17,0.92,-0.75,-2.41,0.0299999999999999,Involved persuasion,Y,1
ornEtnZbOsE,25.54,-3.43,-2.31,4.75,0.97,1.02,Informational interaction,Y,1
OrntYKy-g9s,-6.26,-4.28,1.29,-7.54,-1.64,-1.19,General narrative exposition,Y,1
oRosaSnw2QY,-13.17,-4.66,6.39,-5.11,-0.25,-1.11,Learned exposition,Y,1
orrq1foGcwM,12.92,-2.07,-0.2,-0.54,0.56,2.05,Involved persuasion,Y,1
oRsdm687Las,24.99,-4.78,-0.61,-1.53,-1.37,0.78,Informational interaction,Y,1
orUg94rp5xw,47.62,-1.9,-0.17,0.0100000000000001,-3.1,1.88,Intimate interpersonal interaction,Y,1
ORUoVzKr5hY,18.3,-2.08,-1.76,0.58,-0.99,2.07,Informational interaction,Y,1
ORvakTG4U9M,-13.02,0.76,9.21,-4.37,1.44,-0.53,Learned exposition,Y,1
orvaun9F3jU,-14.2,-0.48,-1.57,-0.94,1.05,0.28,General narrative exposition,Y,1
ORvRRODPzm0,8.99,1.28,-2.81,-2.75,-1.12,-2.26,Imaginative narrative,Y,1
ORwUar2SU8w,19.81,-2.2,0.22,-1.82,-3.03,-0.64,Informational interaction,Y,1
oryGPxvTzE0,-5.76,-1.39,1.39,0.43,-1.2,-1.45,General narrative exposition,Y,1
oS_4QguvqZA,17.36,-3.34,-1.57,2.99,0.14,1.12,Involved persuasion,Y,1
os1mOqDGpq0,-1.23,1.53,7.04,0.420000000000001,1.42,-0.45,Involved persuasion,Y,1
OS4O8rGRLf8,17.65,-2.34,-2.9,12.98,-0.57,2.69,Involved persuasion,Y,1
OS6CKnkEUlA,27.17,-5.36,-4.14,0.51,-1.13,-0.5,Informational interaction,Y,1
os6kOKhIpTE,18.17,-4.95,-4.22,-4.02,-0.28,0.33,Informational interaction,Y,1
Os7s1HuNRyw,39.91,-1.8,-1.94,-2.91,-3.92,-1.6,Intimate interpersonal interaction,Y,1
osaIw-We73Y,2.06,4.56,-1.11,-1.18,-2.75,-1.26,Imaginative narrative,Y,1
oSbOpApEfSA,-8.43,2.99,-1.33,1.58,3.61,0.7,General narrative exposition,Y,1
osenRnslHdc,19.26,-2.38,-0.65,-3.05,-2.81,4.12,Informational interaction,Y,1
OSHcZr3K5eM,2.27,3.74,-2.34,-1.19,-2.8,-0.9,Imaginative narrative,Y,1
Oshx_uEAAgE,20.12,-1.47,-2.86,10.48,0.91,3.9,Informational interaction,Y,1
osi_nKPdlpQ,21.75,-4.68,-3.2,4.57,0.8,-0.69,Informational interaction,Y,1
oSpe7JW6gvM,14.82,1.7,-1.66,4.08,1.04,1.07,Involved persuasion,Y,1
ossyZ4-Xpy8,15.32,-3.68,-4.24,-1.06,-3.62,1.72,Involved persuasion,Y,1
osTBJHdbZ_0,-11.17,-4.65,0.8,-1.79,2.85,-1.6,General narrative exposition,Y,1
osTSBX6xYck,7.53,-4.81,-0.94,6.28,0.22,2.05,Involved persuasion,Y,1
oSTsWL6hkcA,4.1,-6.1,0.08,0.620000000000001,-2.85,1.85,Involved persuasion,Y,1
oSuLkrmQ8hA,32.1,-3.62,-3.91,-2.28,-2.47,-0.0199999999999998,Informational interaction,Y,1
OSvqf8iaJsY,15.15,4.77,-2.94,-0.37,-3.92,3.22,Imaginative narrative,Y,1
oSwqklX4pJc,-4.87,1.6,-0.27,-0.66,8.01,-0.62,General narrative exposition,Y,1
osx8ppr3XtY,-4.88,-1.87,-4.52,1.71,5.26,0.24,General narrative exposition,Y,1
oSZkTMVUiNQ,19.75,-5.37,-0.23,3.35,-0.12,2.83,Informational interaction,Y,1
oT0-zDpuIIk,-4.37,-2.94,-5.33,-4.34,-2.46,-1.09,Situated reportage,Y,1
Ot1VnyVZBO0,6.9,-2.92,-1.35,-3.03,-0.41,0.73,Involved persuasion,Y,1
Ot2ZvXbNpm8,26.69,-3.38,-1.42,2.46,-2.9,-0.21,Informational interaction,Y,1
OT4w4xIxg6k,4.2,-4.11,9.84,-1.7,-3.35,-2.14,Involved persuasion,Y,1
Ot07kKKqbWc,-8.5,-1.07,-1.57,2.8,7.23,0.24,General narrative exposition,Y,1
OT9ZMxOWUuk,5.26,-3.28,1.58,3.22,0.47,1.11,Involved persuasion,Y,1
Ot9znHiTunU,-9.99,0.47,4.19,-4.82,3.43,-1.83,General narrative exposition,Y,1
OT794GZaTb8,25.38,-4.19,-0.77,-1.61,-3.05,2.95,Informational interaction,Y,1
OTblrRTfHTI,-1.63,1.47,0.18,5.76,-1.98,-0.85,Involved persuasion,Y,1
oTC_-GAUVeg,14.47,-2.68,-0.23,0.57,-2.98,2.67,Involved persuasion,Y,1
oTDYwj2F07I,15.24,-4.22,-0.81,-0.38,-1.02,2.55,Involved persuasion,Y,1
otEAhAIxrtA,22.85,-2.45,-2.25,2.64,-2.9,0.47,Informational interaction,Y,1
oTePbUKqHMA,25.98,-3.69,-1.0,-5.47,-2.97,-3.0,Informational interaction,Y,1
OTg21VtZuNU,17.46,-0.0200000000000005,-3.28,-2.0,-1.19,0.0700000000000001,Informational interaction,Y,1
OTIC5dCf-UI,17.75,-3.2,4.45,3.09,9.04,1.41,Involved persuasion,Y,1
otKRHkfl1qk,1.15,4.1,0.95,0.41,0.87,2.05,Imaginative narrative,Y,1
o-TL8m_s27I,32.46,-4.53,-0.99,3.54,-2.34,0.88,Informational interaction,Y,1
oTnYv26cnEI,25.51,0.37,-1.74,-1.43,-3.18,1.28,Informational interaction,Y,1
oTpNAhyRM5g,3.62,2.19,1.49,-1.75,-1.42,1.35,Involved persuasion,Y,1
Otr_TNZTNmY,29.13,-4.54,-3.58,-2.19,-2.52,2.05,Informational interaction,Y,1
OTrBCdsb9Fc,38.56,-4.29,-3.58,2.92,-1.87,0.62,Intimate interpersonal interaction,Y,1
OTRd-CROEbc,37.2,-5.72,-6.17,0.14,-3.5,-0.85,Informational interaction,Y,1
OTS7uB99dEM,11.54,-4.82,-1.89,0.71,-2.15,2.4,Involved persuasion,Y,1
oTTfw7uN0Ps,29.5,-5.47,-3.32,-0.0099999999999999,-2.44,2.98,Informational interaction,Y,1
OTTz-lYLxwk,22.83,-4.27,-3.25,-2.22,-3.92,1.17,Informational interaction,Y,1
otUxp88EQKs,54.74,-5.52,-2.96,3.16,-3.92,-1.12,Intimate interpersonal interaction,Y,1
oTw8AECmUNA,23.93,-4.98,-2.26,-1.05,-1.26,2.23,Informational interaction,Y,1
OTxFp7s_RFM,21.9,-5.05,-3.9,-4.06,-2.82,-0.76,Informational interaction,Y,1
oTXNWMEytG4,26.66,-4.52,-2.98,-2.84,-2.65,-1.47,Informational interaction,Y,1
OtZPKDBayDQ,26.42,0.32,-5.49,3.21,0.72,4.22,Informational interaction,Y,1
otzw0wnC878,0.350000000000001,-5.03,0.73,0.89,-2.62,5.63,Involved persuasion,Y,1
ou2gifZu9Ao,19.61,-2.6,-4.27,1.32,-3.41,2.98,Informational interaction,Y,1
oU3uE_wq544,26.81,-4.28,2.83,-1.71,-2.45,-1.19,Informational interaction,Y,1
ou5A8Glngr8,6.5,0.0699999999999998,-0.67,-0.18,-1.73,1.38,Involved persuasion,Y,1
OU5x8sUWumI,16.5,-4.13,-2.59,1.19,-0.59,4.0,Involved persuasion,Y,1
Ou8cNlwB_Wo,-1.75,6.55,6.8,0.860000000000001,-0.83,2.52,General narrative exposition,Y,1
OuGu-rd1-qY,6.97,-2.67,7.69,2.33,0.65,1.08,Involved persuasion,Y,1
OUipe67t4OQ,17.01,-3.85,-1.69,3.35,1.54,1.81,Involved persuasion,Y,1
oUIQC62_g4A,19.09,-2.5,-3.23,1.23,0.6,-0.5,Informational interaction,Y,1
OUiuJUaxbb0,0.72,0.38,3.33,-4.14,-1.0,2.0,Involved persuasion,Y,1
OUJ0K5dR5ew,13.26,-4.22,0.07,-4.26,-0.79,2.85,Involved persuasion,Y,1
OUj9SEgqCbk,-4.52,-0.34,-2.54,-2.14,-1.92,1.88,General narrative exposition,Y,1
oUK1v4AllSU,28.37,-2.34,-2.21,2.52,-1.86,-0.09,Informational interaction,Y,1
OUKGN_RDhjc,11.51,-1.84,0.22,-3.04,0.25,1.99,Involved persuasion,Y,1
oumDspkxoAU,10.78,0.0099999999999999,-0.95,3.05,-2.2,1.86,Involved persuasion,Y,1
ounrtGzzfSY,-9.0,-0.55,-0.22,-0.6,0.43,-0.12,General narrative exposition,Y,1
OUNTARNg_3s,2.35,0.43,2.84,-1.44,0.22,-0.71,Involved persuasion,Y,1
OunWaKu6VZY,14.06,-5.31,-1.73,6.82,1.02,2.26,Involved persuasion,Y,1
OuNwd6HEtXw,17.37,1.35,0.63,1.21,-0.42,1.93,Involved persuasion,Y,1
oUqpMYqHw0E,11.38,-3.07,0.12,-1.83,-0.19,3.69,Involved persuasion,Y,1
OuvEQnC8VxM,15.04,-3.29,-0.21,-1.95,-1.84,0.38,Involved persuasion,Y,1
ouzLsFB2vNc,15.82,1.37,-4.3,-0.94,-3.92,1.24,Imaginative narrative,Y,1
oV0OrHMizpQ,-2.68,-5.61,-1.63,-5.11,-3.92,-0.16,Situated reportage,Y,1
ov7UniDqWo0,-14.64,0.59,7.06,-2.89,2.55,-1.91,Learned exposition,Y,1
Ov9t2l8clg4,32.38,-2.97,-4.61,-1.83,-3.5,-0.45,Informational interaction,Y,1
OvaNcizsCeI,18.12,-3.9,-1.22,-2.01,-2.29,-0.19,Informational interaction,Y,1
ovBtoHkeK68,14.7,-4.92,-0.13,-0.83,-3.15,2.45,Involved persuasion,Y,1
OveF3UZOXns,21.91,-3.47,-0.33,-2.63,-1.77,0.72,Informational interaction,Y,1
oVf3E8BSdRg,-5.94,0.68,1.76,3.39,7.11,1.83,General narrative exposition,Y,1
ov-hix-8DOk,31.0,-3.44,-0.62,1.83,-3.59,2.04,Informational interaction,Y,1
ovhTlmAZygU,15.8,0.440000000000001,-5.3,4.7,-2.86,-2.66,Imaginative narrative,Y,1
oVj4kZF-Fgk,5.6,-0.6,1.67,-0.33,-0.26,0.79,Involved persuasion,Y,1
ovl00gqL07s,23.71,-4.13,-2.01,-2.51,-1.3,3.42,Informational interaction,Y,1
OVMllcwzYFI,9.18,-0.16,0.0300000000000002,0.88,-2.57,1.93,Involved persuasion,Y,1
oVmY33zAHoU,13.85,-1.13,0.96,3.54,-1.38,0.58,Involved persuasion,Y,1
ovnRf2CU6A4,-8.17,-5.44,6.66,3.89,0.64,0.05,General narrative exposition,Y,1
Ovo4iTKpW1w,8.14,-2.97,1.07,5.55,-2.49,0.42,Involved persuasion,Y,1
OVp6kCTc7q8,10.27,-0.12,0.0600000000000003,4.99,-0.58,-0.3,Involved persuasion,Y,1
OvstjSFo2jU,6.79,3.88,2.0,4.84,9.81,-2.76,Involved persuasion,Y,1
OVT0Vl7bPO4,29.92,-3.56,-1.74,-2.06,-1.43,1.73,Informational interaction,Y,1
ovtVznyd1fI,-8.52,-0.0099999999999999,-1.21,0.63,-0.7,-0.59,General narrative exposition,Y,1
Ovumcbm7o0E,12.64,4.16,0.68,3.64,-0.61,0.22,Imaginative narrative,Y,1
OVVFjTPPtt0,5.22,1.15,1.86,-0.13,0.02,2.51,Involved persuasion,Y,1
ovWVQ5d5vHw,19.15,-0.91,-5.11,-2.62,-2.65,1.78,Informational interaction,Y,1
OVZVOv7XEWY,32.64,-5.65,-4.51,3.06,-1.19,3.4,Informational interaction,Y,1
oW2ByaX7wTo,25.72,-1.31,-2.84,-3.22,-2.29,1.03,Informational interaction,Y,1
ow04s7IxZds,47.49,-0.75,0.3,2.92,-3.92,0.93,Intimate interpersonal interaction,Y,1
Ow9qahWkFeQ,22.79,-1.68,-0.29,-2.62,-0.86,0.43,Informational interaction,Y,1
Ow19d2vWjs8,-14.2,-4.22,13.1,-1.67,-3.45,-2.43,Learned exposition,Y,1
OW73wHI1Vn4,33.4,0.84,1.23,2.41,-2.09,2.66,Informational interaction,Y,1
owDdcapBxGY,27.53,-6.28,-2.86,0.77,-3.92,-2.33,Informational interaction,Y,1
oWHMRBah0bc,-13.81,-1.29,3.49,0.43,6.55,-0.14,Scientific exposition,Y,1
OWjzB8tcZco,11.54,2.96,-0.59,0.98,3.7,-0.24,Imaginative narrative,Y,1
owlMcHDgPqc,2.4,2.81,-2.42,3.55,2.94,-0.24,Imaginative narrative,Y,1
oWLvRXh5eoQ,36.46,-2.33,-3.4,-0.64,-1.82,-1.31,Informational interaction,Y,1
OWn-cc279SM,24.7,-7.09,0.35,6.92,-2.42,1.62,Informational interaction,Y,1
Owofh3oXuig,15.41,-5.29,-2.5,3.58,-3.3,2.12,Involved persuasion,Y,1
oWsjiWGHWng,2.63,-1.28,-1.24,1.16,0.91,0.38,Involved persuasion,Y,1
Owt1Hepl1gM,25.4,-3.79,-1.33,-3.33,-2.55,4.98,Informational interaction,Y,1
owVR7TVwwNc,40.91,-5.44,-0.75,-0.66,-0.74,-0.97,Intimate interpersonal interaction,Y,1
owXgT9XOIwE,5.49,-5.32,-0.33,11.32,1.5,3.64,Involved persuasion,Y,1
ox0WD7cHhCU,8.81,-2.08,1.7,-1.16,-0.53,-0.49,Involved persuasion,Y,1
ox1Kkykh6bg,-10.09,-4.84,3.33,8.24,3.67,-1.61,General narrative exposition,Y,1
OX3W7G3Vn_4,14.61,2.59,0.61,-0.56,-2.85,0.17,Imaginative narrative,Y,1
ox-6Udxt5Wg,13.99,-1.78,2.12,1.82,-1.34,2.0,Involved persuasion,Y,1
Ox7WqecZeyI,24.54,-2.83,0.5,3.68,0.56,1.05,Informational interaction,Y,1
ox7zXYH3eTY,0.9,0.0599999999999998,-2.96,0.5,-0.75,1.02,Involved persuasion,Y,1
OXA8dw8PJBY,26.52,-1.8,-0.76,-1.58,1.51,3.76,Informational interaction,Y,1
OxBF3hDNbRQ,38.29,-0.63,-0.32,-0.09,-0.63,-2.24,Informational interaction,Y,1
oxdn7-FCTFE,-24.25,-2.99,10.22,-4.76,-3.24,-1.54,Learned exposition,Y,1
oxhijuy5Eq0,36.6,-5.08,-1.79,-4.41,-1.59,-0.62,Informational interaction,Y,1
OxjbehaVvw8,17.35,-0.21,-0.87,-1.25,-2.66,1.62,Informational interaction,Y,1
